#Total No. of Collocate Types: 272
#Total No. of Collocate Tokens: 8980
1	21	21	0	12.40533	uuniluukku
2	26	26	0	12.29842	pelli
3	17	17	0	12.24487	piipunpolttaja
4	14	0	14	12.12522	antsonni
5	12	0	12	12.08340	rakhmetov
6	11	11	0	12.05741	alkuosa
7	20	0	20	11.91991	somistaa
8	18	18	0	11.76790	tupakkalaji
9	25	0	25	11.32127	forsback
10	14	1	13	11.30580	yhteiskuntajärjestelmä
11	21	21	0	11.21269	taavi
12	12	1	11	10.99030	liioitella
13	22	22	0	10.98212	tainio
14	11	11	0	10.91057	vieno
15	16	15	1	10.85074	hyvyys
16	15	0	15	10.82037	seuraaminen
17	20	1	19	10.82037	nurin
18	11	11	0	10.77730	ruokatavara
19	14	14	0	10.75326	herkku
20	26	26	0	10.74822	hella
21	19	0	19	10.58717	yhteiskuntajärjestys
22	14	14	0	10.33004	kato
23	23	0	23	9.85208	aug
24	26	13	13	9.76592	työmiespaperossi
25	15	0	15	9.63980	arvid
26	18	0	18	9.59798	millainen
27	29	0	29	9.38067	kotimainen
28	67	5	62	9.21403	yhteiskunta
29	16	14	2	9.18616	hedelmä
30	18	18	0	9.12405	kääntää
31	24	1	23	9.11993	pe
32	23	2	21	9.09600	järjestelmä
33	93	2	91	8.92212	isä
34	29	0	29	8.90576	tuote
35	23	11	12	8.84675	aihe
36	11	10	1	8.83134	palsta
37	20	20	0	8.79062	sekatavara
38	20	16	4	8.73858	työttömyys
39	31	7	24	8.57163	kurjuus
40	16	1	15	8.54115	malli
41	20	2	18	8.53744	useimmat
42	24	6	18	8.52677	vallita
43	15	15	0	8.50487	alusta
44	22	1	21	8.20655	para
45	34	32	2	8.20047	työväestö
46	24	17	7	8.03901	vaatimus
47	60	14	46	8.00958	olo
48	27	24	3	7.92182	venäjä
49	15	1	14	7.91134	kaunis
50	16	3	13	7.84309	kertomus
51	16	3	13	7.77598	taloudellinen
52	20	10	10	7.74998	hakea
53	13	11	2	7.73508	sija
54	14	9	5	7.67741	paras
55	65	5	60	7.67616	halpa
56	14	12	2	7.66966	puuttua
57	19	3	16	7.61984	työtön
58	10	9	1	7.61874	mitä
59	30	15	15	7.55901	suom
60	12	0	12	7.54735	jalo
61	64	23	41	7.47238	asema
62	25	0	25	7.34529	erittäin
63	18	15	3	7.31787	lippu
64	15	8	7	7.29820	suunta
65	18	17	1	7.29217	lisätä
66	13	8	5	7.26972	poistaa
67	23	1	22	7.21637	kirj
68	40	36	4	7.20762	jokainen
69	18	1	17	7.19805	kone
70	11	2	9	7.17826	muoto
71	28	0	28	7.17103	kysyä
72	75	6	69	7.08389	ainoastaan
73	11	5	6	7.07360	mahdoton
74	14	6	8	7.07058	lanta
75	11	6	5	7.04459	semmoinen
76	35	7	28	7.03577	valmistaa
77	11	5	6	6.98825	hoitaa
