#Total No. of Collocate Types: 230
#Total No. of Collocate Tokens: 7438
1	14	0	14	13.03670	yhteiskuntajärjestelmä
2	10	1	9	12.82429	yhteiskuntajärjestys
3	11	0	11	11.56948	ministeristö
4	25	4	21	11.16894	järjestelmä
5	112	3	109	11.14817	isä
6	12	3	9	10.55335	olosuhteet
7	22	9	13	10.36685	taloudellinen
8	20	5	15	10.27997	vallita
9	40	7	33	10.25191	yhteiskunta
10	51	10	41	9.98332	olo
11	14	6	8	9.88906	työttömyys
12	19	5	14	9.81562	kanta
13	14	8	6	9.77056	sosialismi
14	13	2	11	9.75434	järjestys
15	11	2	9	9.75234	sosialistinen
16	11	6	5	9.67024	epäkohta
17	12	4	8	9.61700	kehitys
18	15	3	12	9.58907	muoto
19	14	2	12	9.43525	kilpailu
20	18	10	8	9.34436	sosialisti
21	11	2	9	9.18481	käytäntö
22	14	3	11	9.17700	työtön
23	12	9	3	9.11004	keskustella
24	17	2	15	9.06888	tärkeä
25	10	4	6	9.05611	sijaan
26	10	6	4	9.02124	todistaa
27	11	7	4	9.00760	ranska
28	27	6	21	8.99046	tila
29	36	11	25	8.93871	asema
30	15	6	9	8.93082	löytyä
31	13	9	4	8.90207	ainakin
32	10	7	3	8.87787	iva
33	23	16	7	8.85100	entinen
34	15	5	10	8.79454	nykyinen
35	13	5	8	8.75986	suhde
36	10	4	6	8.74037	suunta
37	10	5	5	8.72275	torppari
38	14	5	9	8.72225	puute
39	12	6	6	8.71809	järjestää
40	32	17	15	8.70578	elämä
41	23	6	17	8.69650	hallitus
42	11	2	9	8.68257	melkein
43	13	6	7	8.63802	lienee
44	28	11	17	8.63611	mukaan
45	13	6	7	8.58809	esim
46	15	8	7	8.57426	huono
47	26	21	5	8.56135	kuten
48	11	6	5	8.56091	valtio
49	13	9	4	8.50468	toiminta
50	26	15	11	8.50468	kysymys
51	69	52	17	8.48032	kuin
52	11	6	5	8.47529	mielä
53	11	3	8	8.47261	ainoa
54	28	10	18	8.46005	näyttää
55	11	10	1	8.45400	huomauttaa
56	11	5	6	8.44872	köyhälistö
57	10	2	8	8.43771	voima
58	28	10	18	8.39284	aita
59	11	6	5	8.35940	selittää
60	27	12	15	8.34936	paljon
61	23	14	9	8.31168	palkka
62	12	3	9	8.30815	työntekijä
63	13	8	5	8.30596	huomio
64	15	7	8	8.25106	puolue
65	12	6	6	8.18445	parempi
66	30	21	9	8.16767	syy
67	28	13	15	8.16506	kansa
68	32	24	8	8.16251	tukea
69	23	12	11	8.15351	sellainen
70	35	24	11	8.14515	sillä
71	14	6	8	8.13979	saattaa
72	17	4	13	8.13861	ala
73	23	16	7	8.13820	täällä
74	85	36	49	8.13806	suuri
75	12	4	8	8.07983	maailma
76	18	11	7	8.06866	juuri
77	59	38	21	8.06308	me
78	10	6	4	8.05170	toimia
79	30	16	14	8.04002	ennen
80	13	5	8	8.03455	henki
81	14	9	5	8.03049	semmoinen
82	20	12	8	8.02987	kertoa
83	12	5	7	8.02843	enää
84	12	9	3	8.00340	nousta
85	16	5	11	7.99589	englantilainen
86	19	13	6	7.99429	tieto
87	30	10	20	7.96493	osa
88	46	16	30	7.94866	aika
89	10	6	4	7.94165	työmäki
90	11	6	5	7.93573	joten
91	15	7	8	7.93487	tapahtua
92	19	10	9	7.92162	muuttaa
93	55	32	23	7.91485	oma
94	74	33	41	7.91469	jo
95	29	13	16	7.90023	nuo
96	33	12	21	7.89870	ia
97	66	35	31	7.88765	maa
98	29	16	13	7.87384	nähdä
99	10	3	7	7.86236	samoin
100	22	10	12	7.85501	täytyä
101	18	7	11	7.84998	muta
102	12	4	8	7.84892	lakko
103	15	4	11	7.83687	moni
104	126	85	41	7.82665	tämä
105	11	2	9	7.78188	jokainen
106	69	46	23	7.77642	mikä
107	12	4	8	7.77444	tapa
108	51	23	28	7.76717	asia
109	992	486	506	7.75883	olla
110	13	5	8	7.75297	käyttää
111	13	7	6	7.75022	enemmän
112	29	15	14	7.74809	kuulua
113	15	9	6	7.74510	määrä
114	10	3	7	7.73153	vaatia
115	11	7	4	7.71545	englanti
116	244	161	83	7.70660	joka
117	20	9	11	7.70276	ihminen
118	24	10	14	7.70074	mainita
119	11	5	6	7.67331	katsoa
120	30	11	19	7.66947	suomi
121	17	13	4	7.66303	mieli
122	11	5	6	7.65801	vastata
123	30	16	14	7.65492	kaupunki
124	13	6	7	7.65206	eri
125	13	7	6	7.64566	ilman
126	24	11	13	7.64507	lukea
127	13	6	7	7.63548	täyttää
128	22	15	7	7.62120	siis
129	16	12	4	7.61463	jotta
130	10	6	4	7.60512	työnantaja
131	34	20	14	7.59453	nämä
132	22	15	7	7.59402	siellä
133	12	7	5	7.57162	asunto
134	32	16	16	7.56572	lehti
135	14	4	10	7.56264	yleinen
136	195	93	102	7.56015	ei
137	10	5	5	7.55907	siten
138	23	12	11	7.54480	ci
139	33	18	15	7.53926	vielä
140	17	6	11	7.51747	yksi
141	16	10	6	7.49955	hyvin
142	10	6	4	7.49786	senaatti
143	55	34	21	7.49772	kaikki
144	13	7	6	7.47829	joukko
145	18	9	9	7.47180	pieni
146	263	146	117	7.46831	se
147	11	5	6	7.46594	buuri
148	21	5	16	7.45312	ainoastaan
149	22	12	10	7.44675	päättää
150	69	38	31	7.44368	kun
151	10	7	3	7.44347	usea
152	26	15	11	7.44180	uusi
153	28	13	15	7.43935	mikään
154	46	24	22	7.43316	voida
155	89	55	34	7.40634	ne
156	168	127	41	7.39957	että
157	62	32	30	7.37619	he
158	77	40	37	7.37326	mutta
159	10	7	3	7.36896	liike
160	17	11	6	7.36663	tuntea
161	16	11	5	7.35601	päästä
162	23	17	6	7.33651	ettei
163	81	37	44	7.31327	niin
164	11	4	7	7.30955	setä
165	11	7	4	7.29764	kyllä
166	10	4	6	7.29031	kuitenkin
167	16	10	6	7.28966	kanssa
168	23	14	9	7.28502	vuosi
169	44	20	24	7.28085	pitää
170	31	17	14	7.26221	sanoa
171	13	9	4	7.23702	toimi
172	36	20	16	7.20808	ottaa
173	21	12	9	7.20177	tuo
174	49	34	15	7.20119	työ
175	10	6	4	7.18646	joku
176	14	11	3	7.17187	tietää
177	11	6	5	7.16521	vastaan
178	12	6	6	7.16152	panna
179	47	23	24	7.14631	tehdä
180	79	39	40	7.11309	tulla
181	10	7	3	7.11004	miten
182	13	11	2	7.09951	sitten
183	27	15	12	7.09067	itse
184	11	6	5	7.08017	raha
185	19	9	10	7.07669	vaan
186	30	13	17	7.06459	jos
187	10	8	2	7.02987	nimi
188	10	6	4	7.01908	vanha
189	33	17	16	7.01083	toinen
190	13	9	4	6.99823	yhdistys
191	12	6	6	6.96752	silloin
192	81	38	43	6.96685	saada
193	19	5	14	6.95479	muu
194	13	7	6	6.95093	tahtoa
195	12	6	6	6.94522	elää
196	15	12	3	6.94029	sama
197	10	7	3	6.93859	jäädä
198	10	6	4	6.89849	muutama
199	17	6	11	6.84163	eräs
200	14	4	10	6.82121	jäsen
201	10	2	8	6.81493	käydä
202	12	6	6	6.80192	tehdas
203	32	16	16	6.79299	mies
204	29	19	10	6.73463	työmies
205	23	10	13	6.72481	työväki
206	24	12	12	6.72210	antaa
207	14	8	6	6.68706	tai
208	14	10	4	6.62205	nainen
209	10	6	4	6.58668	seurata
210	387	192	195	6.57495	ja
211	12	5	7	6.38978	alkaa
212	19	10	9	6.30183	nyt
213	14	7	7	6.23157	hyvä
214	15	7	8	6.21655	sekä
215	37	30	7	6.15707	m
216	54	34	20	6.12593	hän
217	18	12	6	6.03325	s
218	16	6	10	5.88612	hinta
219	15	10	5	5.78141	y
220	34	17	17	5.77071	n
221	14	3	11	5.69746	helsinki
222	10	4	6	5.66694	koko
223	14	10	4	5.18043	l
224	15	9	6	4.99369	k
225	20	11	9	4.96243	o
226	17	10	7	4.82095	t
227	28	16	12	4.81820	a
228	33	18	15	4.01286	p
229	13	4	9	3.96539	v
230	15	12	3	3.39297	i
