#Keyword Types: 125181
#Keyword Tokens: 22908156
#Search Hits: 13
543	905	+	1027.79	0.0001	lomitea
544	5032	+	1026.79	0.0003	matti
545	762	+	1024.56	0.0001	räätälinliike
546	60480	+	1023.9	0.0041	pitää
547	1215	+	1023.81	0.0001	syntymä
548	390	+	1023.48	0	tallikatu
549	396	+	1022.88	0	asali
550	786	+	1020.81	0.0001	herättäjä
551	347	+	1017.8	0	jäsenk
552	1873	+	1016.54	0.0001	fennia
553	20078	+	1013.7	0.0014	lapsi
554	900	+	1013.51	0.0001	ehlä
555	4355	+	1013.2	0.0003	seuraus
556	375	+	1012.42	0	tolkka
557	4266	+	1011.23	0.0003	oikein
558	3578	+	1010.57	0.0002	kangas
559	797	+	1009.12	0.0001	ammattikunta
560	12787	+	1008.04	0.0009	ilman
561	142577	+	1007.57	0.0096	hän
562	351	+	1005.9	0	jäsenkirj
563	2491	+	1002.52	0.0002	aila
564	588	+	1002.04	0	makkara
565	1637	+	998.14	0.0001	mla
566	11304	+	997.3	0.0008	liike
567	3580	+	996.68	0.0002	talonpoika
568	3678	+	996.26	0.0003	ulos
569	3861	+	993.03	0.0003	selä
570	875	+	992.42	0.0001	losla
571	405	+	990.18	0	toimintakertomus
572	1343	+	985.1	0.0001	homma
573	473	+	982.31	0	jalkinetyöntekijä
574	437	+	977.72	0	työläis
575	6890	+	977.63	0.0005	sihteeri
576	4514	+	975.19	0.0003	liite
577	6877	+	975	0.0005	kirje
578	3807	+	972.53	0.0003	neljäs
579	5550	+	972.32	0.0004	voitto
580	1710	+	971.04	0.0001	punanen
581	358	+	970.26	0	viikkomaksu
582	2360	+	968.8	0.0002	liha
583	836	+	968.16	0.0001	verhoilija
584	338	+	967.92	0	kunnallinentoimikunta
585	3570	+	967.74	0.0002	käynti
586	10255	+	967.6	0.0007	tapaus
587	341	+	958.69	0	sokurileipomo
588	6836	+	957.94	0.0005	tietysti
589	419	+	957.12	0	kluuvink
590	1634	+	955.74	0.0001	za
591	12980	+	955.23	0.0009	näyttää
592	11074	+	951	0.0008	siten
593	360	+	949.94	0	juhlaaatto
594	667	+	949.53	0	myhrberg
595	423	+	947.72	0	hagnäs
596	8407	+	946.04	0.0006	koettaa
597	2956	+	941.93	0.0002	nuorimies
598	1743	+	941.22	0.0001	roä
599	452	+	940.68	0	mäntylä
600	9815	+	939.22	0.0007	juttu
601	916	+	936.2	0.0001	arotu
602	593	+	935.33	0	alppik
603	411	+	935.3	0	työnt
604	418	+	934.18	0	euvät
605	3817	+	933.36	0.0003	yrjönk
606	318	+	932.74	0	rtnnia
607	1839	+	932.57	0.0001	seppä
608	689	+	931.72	0	työtaistelu
609	663	+	927.49	0	leminen
610	505	+	927.28	0	porvaristo
611	1820	+	923.28	0.0001	rouobe
612	1054	+	923.11	0.0001	lolme
613	385	+	920.26	0	aluetoimikunta
614	1269	+	919.88	0.0001	fetä
615	520	+	919.14	0	rakennustyöläinen
616	1583	+	918.93	0.0001	suurlakko
617	507	+	918.66	0	työväenliike
618	15072	+	918.36	0.001	panna
619	3705	+	917.94	0.0003	uhata
620	915	+	917.79	0.0001	fttä
621	312	+	915.14	0	makasink
622	1932	+	912.24	0.0001	erikseen
623	5111	+	908.03	0.0004	ehkä
624	1613	+	906.28	0.0001	felä
625	2637	+	905.89	0.0002	rooida
626	4126	+	904.2	0.0003	päimä
627	12719	+	903.93	0.0009	ryhtyä
628	1589	+	903.86	0.0001	milä
629	938	+	902.68	0.0001	ruoholahdenk
630	366	+	900.79	0	kansavakuutus
631	619	+	899.92	0	riistäminen
632	892	+	898.52	0.0001	selm
633	5091	+	896.92	0.0004	keino
634	6028	+	895.25	0.0004	kysyä
635	1487	+	894.47	0.0001	mastata
636	2117	+	894.46	0.0001	kantaja
637	673	+	891.82	0	urakkatyö
638	470	+	889.92	0	soittok
639	2943	+	888.63	0.0002	yrittää
640	2540	+	888.3	0.0002	valtuusto
641	327	+	887.77	0	slrkusk
642	3204	+	887.72	0.0002	kieltolaki
643	2758	+	887.08	0.0002	leino
644	1260	+	885.96	0.0001	saamuttaa
645	5028	+	885.45	0.0003	sinne
